uid,title,description,url,audio_url,image_url,collection,vendor,vendor_identifier,notes
cpb-aacip_52-44pk0t7x,America Past; Do2; Age of Discovery: Spain,DO2: AGE OF DISCOVERY: SPAIN,http://americanarchive.org/catalog/cpb-aacip_52-44pk0t7x,http://americanarchive.org/media/cpb-aacip_52-44pk0t7x?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-44pk0t7x.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-44pk0t7x.vtt
cpb-aacip_52-35gb5r0h,Stateline; T1018,- Stateline is a news show that covers local events in Colorado.,http://americanarchive.org/catalog/cpb-aacip_52-35gb5r0h,http://americanarchive.org/media/cpb-aacip_52-35gb5r0h?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-35gb5r0h.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-35gb5r0h.vtt
cpb-aacip_52-39k3jf8k,Stateline; T1016,- Stateline is a news show that covers local events in Colorado.,http://americanarchive.org/catalog/cpb-aacip_52-39k3jf8k,http://americanarchive.org/media/cpb-aacip_52-39k3jf8k?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-39k3jf8k.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-39k3jf8k.vtt
cpb-aacip_52-79h44sc5,Election Debate 1991,Denver?s Mayors Runoff,http://americanarchive.org/catalog/cpb-aacip_52-79h44sc5,http://americanarchive.org/media/cpb-aacip_52-79h44sc5?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-79h44sc5.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-79h44sc5.vtt
cpb-aacip_52-79573wkw,Echoes of Silver,-,http://americanarchive.org/catalog/cpb-aacip_52-79573wkw,http://americanarchive.org/media/cpb-aacip_52-79573wkw?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-79573wkw.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-79573wkw.vtt
cpb-aacip_52-75r7szs2,America Past; D12; Foreign Policy and John Adams,D12 Foreign Policy and John Adams,http://americanarchive.org/catalog/cpb-aacip_52-75r7szs2,http://americanarchive.org/media/cpb-aacip_52-75r7szs2?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-75r7szs2.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-75r7szs2.vtt
cpb-aacip_29-46d259mc,"Tryout TV; Love, honor and abuse","""Tryout TV is a series that provides broadcast time to individual works
produced through the facilities of the University of Wisconsin Extension
Telecommunications Center, WHA-TV Madison. """,http://americanarchive.org/catalog/cpb-aacip_29-46d259mc,http://americanarchive.org/media/cpb-aacip_29-46d259mc?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_29-46d259mc.jpg,Wisconsin Public Television (WHA-TV),webvtt,cpb-aacip_29-46d259mc.vtt
cpb-aacip_52-816m97jt,Stateline,- Stateline is a news show that covers local events in Colorado.,http://americanarchive.org/catalog/cpb-aacip_52-816m97jt,http://americanarchive.org/media/cpb-aacip_52-816m97jt?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-816m97jt.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-816m97jt.vtt
cpb-aacip_52-1937pxqv,America Past; D17; Transportation,D17 Transportation,http://americanarchive.org/catalog/cpb-aacip_52-1937pxqv,http://americanarchive.org/media/cpb-aacip_52-1937pxqv?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-1937pxqv.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-1937pxqv.vtt
cpb-aacip_52-10jsxn9k,America Past; D18; Industrial North Antebellum South,D18 Industrial North Antebellum South,http://americanarchive.org/catalog/cpb-aacip_52-10jsxn9k,http://americanarchive.org/media/cpb-aacip_52-10jsxn9k?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-10jsxn9k.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-10jsxn9k.vtt
cpb-aacip_52-88qbzvk9,America Past; D24; The Civil War,D24 The Civil War,http://americanarchive.org/catalog/cpb-aacip_52-88qbzvk9,http://americanarchive.org/media/cpb-aacip_52-88qbzvk9?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-88qbzvk9.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-88qbzvk9.vtt
cpb-aacip_52-407wm75m,Smith & Muse,Smith and Muse #127,http://americanarchive.org/catalog/cpb-aacip_52-407wm75m,http://americanarchive.org/media/cpb-aacip_52-407wm75m?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-407wm75m.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-407wm75m.vtt
cpb-aacip_52-04rjdgbg,America Past; D15; War of 1812,D15 War of 1812,http://americanarchive.org/catalog/cpb-aacip_52-04rjdgbg,http://americanarchive.org/media/cpb-aacip_52-04rjdgbg?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-04rjdgbg.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-04rjdgbg.vtt
cpb-aacip_52-79v15nvk,Prime Time; Parent Teacher Conferences,Parent teacher conferences / Lincoln School,http://americanarchive.org/catalog/cpb-aacip_52-79v15nvk,http://americanarchive.org/media/cpb-aacip_52-79v15nvk?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-79v15nvk.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-79v15nvk.vtt
cpb-aacip_52-40ksn42z,Stateline; 709,- Stateline is a news show that covers local events in Colorado.,http://americanarchive.org/catalog/cpb-aacip_52-40ksn42z,http://americanarchive.org/media/cpb-aacip_52-40ksn42z?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-40ksn42z.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-40ksn42z.vtt
cpb-aacip_52-63stqrpt,America Past; D22; The Gold Rush,D22 The Gold Rush,http://americanarchive.org/catalog/cpb-aacip_52-63stqrpt,http://americanarchive.org/media/cpb-aacip_52-63stqrpt?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-63stqrpt.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-63stqrpt.vtt
cpb-aacip_15-98z8wt6q,Prospects of Mankind with Eleanor Roosevelt; 310; What Status for Women?,"Recorded in early 1960?s. Part of the Henry Morgenthau III collection
dubbing. NOTICE: This tape has a recorded in audio time code through the
second 1/4 of the program. This was present on the 3/4 inch source tape from
the Morgenthau collection. ""Prospects of Mankind is a talk show hosted by Eleanor Roosevelt featuring
roundtable discussion of foreign and domestic affairs with leading
political, academic, and journalistic experts. It was filmed on location at
Brandies University. """,http://americanarchive.org/catalog/cpb-aacip_15-98z8wt6q,http://americanarchive.org/media/cpb-aacip_15-98z8wt6q?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-98z8wt6q.jpg,WGBH,webvtt,cpb-aacip_15-98z8wt6q.vtt
cpb-aacip_52-579s4t34,America Past; D19; Abolition and Womens Rights,D19 Abolition and Womens Rights,http://americanarchive.org/catalog/cpb-aacip_52-579s4t34,http://americanarchive.org/media/cpb-aacip_52-579s4t34?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-579s4t34.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-579s4t34.vtt
cpb-aacip_510-df6k06xr1d,Eric Schlosser reads from Fast Food Nation,"Eric Schlosser reads from Fast Food Nation: The Dark Side of the
All-American Meal at Powell's Bookstore.",http://americanarchive.org/catalog/cpb-aacip_510-df6k06xr1d,http://americanarchive.org/media/cpb-aacip_510-df6k06xr1d?part=1,http://americanarchive.org/thumbs/audio-digitized.jpg,KBOO Community Radio,webvtt,cpb-aacip_510-df6k06xr1d.vtt
cpb-aacip_52-39x0kb6m,America Past; D20; Utopias and Reforms,D20 Utopias and Reforms,http://americanarchive.org/catalog/cpb-aacip_52-39x0kb6m,http://americanarchive.org/media/cpb-aacip_52-39x0kb6m?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-39x0kb6m.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-39x0kb6m.vtt
cpb-aacip_52-612ngmmx,America Past; Do1; America Before,THE STORY OF AMERICA PAST: DO1: AMERICA BEFORE COLUMBUS,http://americanarchive.org/catalog/cpb-aacip_52-612ngmmx,http://americanarchive.org/media/cpb-aacip_52-612ngmmx?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-612ngmmx.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-612ngmmx.vtt
cpb-aacip_52-54xgxk4m,America Past; Do7; Beginning of Revolution,DO7: BEGINNING OF REVOLUTION,http://americanarchive.org/catalog/cpb-aacip_52-54xgxk4m,http://americanarchive.org/media/cpb-aacip_52-54xgxk4m?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-54xgxk4m.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-54xgxk4m.vtt
cpb-aacip_15-nc5s756s04,Cambridge Forum; WGBH Forum Network; Garrison Keillor: Christmas Blizzard,"Garrison Keillor, author, and host of A Prairie Home
Companion, reads from his new book, A Christmas
Blizzard.A Christmas Blizzard is vintage
Keillor, a wry, witty look at a contemporary Scrooge that is sure to please.
Follow the journey of James and Joyce Sparrow as they struggle with each
other, Christmas in general, and their life circumstances. Everything
changes when James finds himself snowed-in in a fishing shack during a
blizzard where he meets a wolf, the Big Hair Lady, and a Chinese wise man,
each attempting to teach him the great mystery of life.",http://americanarchive.org/catalog/cpb-aacip_15-nc5s756s04,http://americanarchive.org/media/cpb-aacip_15-nc5s756s04?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-nc5s756s04.jpg,WGBH,webvtt,cpb-aacip_15-nc5s756s04.vtt
cpb-aacip_29-52j6qbk7,Tryout TV; Looking for Mr. Good Job Follow Up,"""Tryout TV is a series that provides broadcast time to individual works
produced through the facilities of the University of Wisconsin Extension
Telecommunications Center, WHA-TV Madison. """,http://americanarchive.org/catalog/cpb-aacip_29-52j6qbk7,http://americanarchive.org/media/cpb-aacip_29-52j6qbk7?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_29-52j6qbk7.jpg,Wisconsin Public Television (WHA-TV),webvtt,cpb-aacip_29-52j6qbk7.vtt
cpb-aacip_15-mw28912074,WGBH Station; WGBH Forum Network; Lidia Cooks from the Heart of Italy,"Lidia Bastianich, host of the Lidia's Italy television
series and best-selling author discusses her latest cookbook,
Lidia Cooks from the Heart of Italy.",http://americanarchive.org/catalog/cpb-aacip_15-mw28912074,http://americanarchive.org/media/cpb-aacip_15-mw28912074?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-mw28912074.jpg,WGBH,webvtt,cpb-aacip_15-mw28912074.vtt
cpb-aacip_510-ff3kw58828,Greg Palast: The Best Democracy Your Money Can Buy,"Greg Palast with an introduction by Jo Ann Hardesty (ne Jo Ann Bowman)
speaking at a benefit for KBOO Community Radio, the Portland Alliance and
the Rearguard in Portland, Oregon, on April 5, 2003.",http://americanarchive.org/catalog/cpb-aacip_510-ff3kw58828,http://americanarchive.org/media/cpb-aacip_510-ff3kw58828?part=1,http://americanarchive.org/thumbs/audio-digitized.jpg,KBOO Community Radio,webvtt,cpb-aacip_510-ff3kw58828.vtt
cpb-aacip_17-92g7bc82,Louisiana: The State We're In; 311; Primary election fight,"David Treen, Louis Lambert, Jimmy Fitzmorris This episode of the series ""Louisiana: The State We're In"" from November 2,
1979, features an in-depth report on the results of the primary for the 1979
gubernatorial election, which was won by Congressman Dave Treen, but
too-close-to call for the second run-off spot between Public Service
Commission Chairman Louis Lambert and Lieutenant Governor Jimmy Fitzmorris.
The week's events include: on election night, the concession of three
candidates, State Senator Sonny Mouton, Speaker of the House Bubba Henry,
and Secretary of State Paul Hardy and speeches made by Treen, Fitzmorris,
and Lambert; on Monday, a Lambert press conference claiming the results are
still too close to call; on Tuesday, a Fitzmorris press conference, the
clerks of court around the state verifying the vote totals from the
machines, and an interview with Treen discussing campaign strategies for
both Lambert and Fitzmorris; on Wednesday, a Lambert press conference
declaring victory for the second run-off spot and a press conference by
Attorney General William Guste announcing the filing of a temporary
restraining order so that the vote totals are not cleared from the voting
machines; and on Friday, a press conference by Treen discussing the need for
election reform and a press conference by Fitzmorris announcing the filing
of a lawsuit to contest the election because of his concerns over voting
irregularities. This episode also features an interview with Carmack
Blackmon, an Assistant Attorney General, to discuss the Fitzmorris lawsuit
and its possible outcomes. Louisiana: The State We're In is a magazine featuring segments on local
Louisiana news and current events.",http://americanarchive.org/catalog/cpb-aacip_17-92g7bc82,http://americanarchive.org/media/cpb-aacip_17-92g7bc82?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-92g7bc82.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-92g7bc82.vtt
cpb-aacip_510-hx15m63213,"
     Protecting the First Environment: Ecological Threats to Women, Pregnancy
    and Breast Milk 
  ","Author and ecologist, Sandra Steingraber delivers a lecture entitled
'Protecting the First Environment: Ecological Threats to Women, Pregnancy
and Breast Milk' at the Oregon Convention Center. Steingraber is author of
Having Faith: an Ecologist's Journey to Motherhood (2001). Sponsored by
Rachel's Friends Breast Cancer Coalition, American Association of
Naturopathic Physicians, and Oregon Toxics Alliance.",http://americanarchive.org/catalog/cpb-aacip_510-hx15m63213,http://americanarchive.org/media/cpb-aacip_510-hx15m63213?part=1,http://americanarchive.org/thumbs/audio-digitized.jpg,KBOO Community Radio,webvtt,cpb-aacip_510-hx15m63213.vtt
cpb-aacip_17-4298tcpf,Louisiana: The State We're In; 610,"Louisiana: The State We're In is a magazine featuring segments on local
Louisiana news and current events.",http://americanarchive.org/catalog/cpb-aacip_17-4298tcpf,http://americanarchive.org/media/cpb-aacip_17-4298tcpf?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-4298tcpf.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-4298tcpf.vtt
cpb-aacip_52-61rfjd75,America Past; D11; The New Government,D11 The New Government,http://americanarchive.org/catalog/cpb-aacip_52-61rfjd75,http://americanarchive.org/media/cpb-aacip_52-61rfjd75?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_52-61rfjd75.jpg,Rocky Mountain PBS (KRMA),webvtt,cpb-aacip_52-61rfjd75.vtt
cpb-aacip_29-63fxpw97,Tryout TV; Voices in the wings,"""Tryout TV is a series that provides broadcast time to individual works
produced through the facilities of the University of Wisconsin Extension
Telecommunications Center, WHA-TV Madison. """,http://americanarchive.org/catalog/cpb-aacip_29-63fxpw97,http://americanarchive.org/media/cpb-aacip_29-63fxpw97?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_29-63fxpw97.jpg,Wisconsin Public Television (WHA-TV),webvtt,cpb-aacip_29-63fxpw97.vtt
cpb-aacip_15-9rf5kf75,Ten O'Clock News; Jackie Robinson [Part 2 of 2],"40th anniversary of breaking racial barrier in major league baseball with
entry of first black player, Jackie Robinson. His legacy to the sport.
Archival footage. reporter: Jones Te O'Clock News was a igh ly ews show, fea ui g epo s, ews s
oies, a d i eviews o cue eve s i Bos o a d he wold. Ten O'Clock News was a nightly news show, featuring reports, news stories,
and interviews on current events in Boston and the world.",http://americanarchive.org/catalog/cpb-aacip_15-9rf5kf75,http://americanarchive.org/media/cpb-aacip_15-9rf5kf75?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-9rf5kf75.jpg,WGBH,webvtt,cpb-aacip_15-9rf5kf75.vtt
cpb-aacip_15-35gb5xjj,Pantechnicon; Mary Lou Williams And Father Peter OBrien,"""Pentechnicon is a nightly magazine featuring segments on issues, arts, and
ideas in New England.""",http://americanarchive.org/catalog/cpb-aacip_15-35gb5xjj,http://americanarchive.org/media/cpb-aacip_15-35gb5xjj?part=1,http://americanarchive.org/thumbs/audio-digitized.jpg,WGBH,webvtt,cpb-aacip_15-35gb5xjj.vtt
cpb-aacip_15-rx93776808,Ten O'Clock News,"4 40th anniversary of breaking racial barrier in major league baseball with
entry of first black player, Jackie Robinson. His legacy to the sport.
Archival footage. reporter: JonesThis tape features Marcus Jones' third
report in a three-part series on the life of Jackie Robinson (baseball
player) in honor of the fortieth anniversary of Robinson's entry into major
league baseball. Jones reports on the lack of African American managers and
coaches in major league baseball. Jones notes that Robinson spoke out
against discrimination in baseball during the last years of his life. Jones
adds that Robinson never received an offer to manage a major league baseball
team. Jones' report includes footage of Al Campanis (former Vice-President,
Brooklyn Dodgers) and Lee MacPhail (General Manager, New York Yankees)
making discriminatory comments about the abilities of African Americans to
manage professional sports teams. Jones reports that Frank Robinson (bench
coach, Baltimore Orioles) became the first African American manager in
professional baseball. Jones adds that many current African American players
have expressed interest in management positions. Jones interviews Frank
Robinson. Jones also interviews Tommy Harper (former Boston Red Sox coach)
about his experiences with the Boston Red Sox. Jones notes that Harper was
fired for speaking out against the team's discriminatory practices. Jones
notes that affirmative action plans are under review for major league
baseball. Jones' report includes footage of Rachel Robinson (wife of Jackie
Robinson), Clem Labine (former Brooklyn Dodger), Elrod Hendricks (Baltimore
Orioles), Larry Whiteside (Boston Globe sportswriter), Billy Williams
(Chicago Cubs), Howard Cosell (sportscaster) and Ambassador Franklin
Williams (friend of Jackie Robinson) speaking about Jackie Robinson and
African Americans in baseball. Jones' report includes footage of Jackie
Robinson as well as footage and photographs of current baseball players and
officials. Tape 3 of 3 Te O'Clock News was a igh ly ews show, fea ui g epo s, ews s
oies, a d i eviews o cue eve s i Bos o a d he wold. Ten O'Clock News was a nightly news show, featuring reports, news stories,
and interviews on current events in Boston and the world.",http://americanarchive.org/catalog/cpb-aacip_15-rx93776808,http://americanarchive.org/media/cpb-aacip_15-rx93776808?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-rx93776808.jpg,WGBH,webvtt,cpb-aacip_15-rx93776808.vtt
cpb-aacip_15-p55db7vz2r,"Harvard Book Store; WGBH Forum Network; Henry Louis Gates, Jr.: Colored People","Henry Louis Gates, Jr., director of the W.E.B. Du Bois Institute for
African and African American research and the Alphonse Fletcher, Jr.
University Professor at Harvard University, discusses his memoir
Colored People. This lecture is co-presented by
Cambridge READS.",http://americanarchive.org/catalog/cpb-aacip_15-p55db7vz2r,http://americanarchive.org/media/cpb-aacip_15-p55db7vz2r?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_15-p55db7vz2r.jpg,WGBH,webvtt,cpb-aacip_15-p55db7vz2r.vtt
cpb-aacip_17-472v7qs6,Louisiana: The State We're In; 422; Legislative Coverage #7,"The Budget; Black Caucus Rally; Private School Aid; Dick Turnley Louisiana: The State We're In is a magazine featuring segments on local
Louisiana news and current events.",http://americanarchive.org/catalog/cpb-aacip_17-472v7qs6,http://americanarchive.org/media/cpb-aacip_17-472v7qs6?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-472v7qs6.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-472v7qs6.vtt
cpb-aacip_17-03cz9qtv,"Louisiana: The State We're In; 420; 
     Legislative Coverage: Election Reform, Iranian Students, and Woody Jenkins
    Profile 
  ","Beth George and Ron Blome host this episode of ""Louisiana: The State We're
In,"" which includes an in-depth report on proposals for election reform in
the state, a story about Senate and House resolutions to exclude Iranians
from universities in the state during the Iranian hostage crisis, and a
profile on State Representative ""Woody"" Jenkins, one of Louisiana's most
conservative politicians. George and Blome begin the episode by introducing
""capitol highlights,"" and cover stories on Governor Dave Treen's projected
state revenue figures, a police tactical unit emergency drill demonstration
on the State Capitol Building, an-anti ERA rally, a curfew proposal, and
other legislative news. Louisiana: The State We're In is a magazine featuring segments on local
Louisiana news and current events.",http://americanarchive.org/catalog/cpb-aacip_17-03cz9qtv,http://americanarchive.org/media/cpb-aacip_17-03cz9qtv?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-03cz9qtv.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-03cz9qtv.vtt
cpb-aacip_17-59c5bwkz,Louisiana: The State We're In; 317; Christmas Show,"Louisiana: The State We're In is a magazine featuring segments on local
Louisiana news and current events.",http://americanarchive.org/catalog/cpb-aacip_17-59c5bwkz,http://americanarchive.org/media/cpb-aacip_17-59c5bwkz?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-59c5bwkz.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-59c5bwkz.vtt
cpb-aacip_17-440rztch,Louisiana Alive!; Oltraband Theater & Missy Crews,"Oltraband Theater; Miss Louisiana Missy Crews In this episode of the series ""Louisiana Alive!"" from September 5, 1980,
host Marti Luke visits with the Otrabanda Theater Company as they travel
down the Mississippi River by a raft and perform their play ""Pinky and the
Poor Boys"" in Morganza and Baton Rouge. She also interviews Miss Louisiana
Missy Crews as she prepares to compete at the Miss America Pageant in
Atlantic City. Louisiana Alive! is a magazine featuring segments on the arts and culture
of Louisiana.",http://americanarchive.org/catalog/cpb-aacip_17-440rztch,http://americanarchive.org/media/cpb-aacip_17-440rztch?part=1,http://americanarchive.org.s3.amazonaws.com/thumbnail/cpb-aacip_17-440rztch.jpg,Louisiana Public Broadcasting,webvtt,cpb-aacip_17-440rztch.vtt
